ratio
964 36 0.0293302
983 17 0.0135827
977 23 0.0184894
990 10 0.00793331
994 6 0.00474083
998 2 0.00157394
991 9 0.00713278
989 11 0.00873547
980 20 0.0160285
966 34 0.0276434
970 30 0.0242907
995 5 0.00394672
985 15 0.0119604
997 3 0.00236328
994 6 0.00474083
999 1 0.000786184
1000 0 0
984 16 0.0127707
966 34 0.0276434
988 12 0.00953925
999 1 0.000786184
996 4 0.00315421
999 1 0.000786184
1000 0 0
987 13 0.0103447
979 21 0.0168472
982 18 0.0143963
999 1 0.000786184
984 16 0.0127707
997 3 0.00236328
997 3 0.00236328
998 2 0.00157394
986 14 0.0111517
986 14 0.0111517
986 14 0.0111517
987 13 0.0103447
995 5 0.00394672
992 8 0.00633386
987 13 0.0103447
979 21 0.0168472
994 6 0.00474083
992 8 0.00633386
995 5 0.00394672
999 1 0.000786184
978 22 0.0176674
972 28 0.0226246
987 13 0.0103447
1000 0 0
999 1 0.000786184
998 2 0.00157394
999 1 0.000786184
998 2 0.00157394
970 30 0.0242907
995 5 0.00394672
1000 0 0
995 5 0.00394672
994 6 0.00474083
988 12 0.00953925
993 7 0.00553654
983 17 0.0135827
1000 0 0
999 1 0.000786184
993 7 0.00553654
993 7 0.00553654
999 1 0.000786184
1000 0 0
999 1 0.000786184
996 4 0.00315421
980 20 0.0160285
981 19 0.0152116
992 8 0.00633386
999 1 0.000786184
995 5 0.00394672
983 17 0.0135827
984 16 0.0127707
986 14 0.0111517
979 21 0.0168472
988 12 0.00953925
1000 0 0
996 4 0.00315421
993 7 0.00553654
989 11 0.00873547
975 25 0.0201384
993 7 0.00553654
998 2 0.00157394
994 6 0.00474083
998 2 0.00157394
975 25 0.0201384
993 7 0.00553654
986 14 0.0111517
989 11 0.00873547
990 10 0.00793331
990 10 0.00793331
996 4 0.00315421
992 8 0.00633386
997 3 0.00236328
980 20 0.0160285
976 24 0.0193131
969 31 0.0251263
966 34 0.0276434
982 18 0.0143963
958 42 0.0344329
973 27 0.0217942
966 34 0.0276434
969 31 0.0251263
963 37 0.0301763
980 20 0.0160285
980 20 0.0160285
996 4 0.00315421
987 13 0.0103447
984 16 0.0127707
998 2 0.00157394
991 9 0.00713278
988 12 0.00953925
975 25 0.0201384
980 20 0.0160285
985 15 0.0119604
978 22 0.0176674
994 6 0.00474083
993 7 0.00553654
997 3 0.00236328
999 1 0.000786184
999 1 0.000786184
994 6 0.00474083
992 8 0.00633386
991 9 0.00713278
996 4 0.00315421
998 2 0.00157394
987 13 0.0103447
979 21 0.0168472
998 2 0.00157394
996 4 0.00315421
999 1 0.000786184
993 7 0.00553654
983 17 0.0135827
1000 0 0
989 11 0.00873547
997 3 0.00236328
997 3 0.00236328
998 2 0.00157394
993 7 0.00553654
999 1 0.000786184
992 8 0.00633386
994 6 0.00474083
987 13 0.0103447
989 11 0.00873547
980 20 0.0160285
981 19 0.0152116
991 9 0.00713278
973 27 0.0217942
971 29 0.0234568
991 9 0.00713278
996 4 0.00315421
999 1 0.000786184
997 3 0.00236328
989 11 0.00873547
994 6 0.00474083
998 2 0.00157394
998 2 0.00157394
999 1 0.000786184
979 21 0.0168472
992 8 0.00633386
989 11 0.00873547
987 13 0.0103447
989 11 0.00873547
982 18 0.0143963
993 7 0.00553654
990 10 0.00793331
1000 0 0
990 10 0.00793331
984 16 0.0127707
971 29 0.0234568
972 28 0.0226246
981 19 0.0152116
996 4 0.00315421
992 8 0.00633386
997 3 0.00236328
996 4 0.00315421
995 5 0.00394672
993 7 0.00553654
1000 0 0
1000 0 0
986 14 0.0111517
977 23 0.0184894
992 8 0.00633386
990 10 0.00793331
993 7 0.00553654
971 29 0.0234568
995 5 0.00394672
988 12 0.00953925
995 5 0.00394672
1000 0 0
994 6 0.00474083
1000 0 0
993 7 0.00553654
997 3 0.00236328
992 8 0.00633386
985 15 0.0119604
983 17 0.0135827
998 2 0.00157394
993 7 0.00553654
987 13 0.0103447
989 11 0.00873547
1000 0 0
997 3 0.00236328
996 4 0.00315421
994 6 0.00474083
991 9 0.00713278
997 3 0.00236328
986 14 0.0111517
995 5 0.00394672
969 31 0.0251263
973 27 0.0217942
986 14 0.0111517
999 1 0.000786184
996 4 0.00315421
