ratio
865 135 0.122577
816 184 0.1771
779 221 0.222815
760 240 0.24802
731 269 0.289018
718 282 0.308471
706 294 0.327064
691 309 0.351213
678 322 0.373006
669 331 0.38859
669 331 0.38859
668 332 0.390348
663 337 0.399214
660 340 0.404599
656 344 0.411855
657 343 0.410033
655 345 0.413683
653 347 0.417356
650 350 0.422907
649 351 0.424768
649 351 0.424768
647 353 0.428509
647 353 0.428509
647 353 0.428509
647 353 0.428509
647 353 0.428509
649 351 0.424768
649 351 0.424768
650 350 0.422907
650 350 0.422907
649 351 0.424768
650 350 0.422907
652 348 0.4192
654 346 0.415516
655 345 0.413683
655 345 0.413683
656 344 0.411855
655 345 0.413683
655 345 0.413683
654 346 0.415516
655 345 0.413683
657 343 0.410033
657 343 0.410033
659 341 0.406405
657 343 0.410033
658 342 0.408216
658 342 0.408216
659 341 0.406405
662 338 0.401004
662 338 0.401004
662 338 0.401004
663 337 0.399214
663 337 0.399214
665 335 0.395652
667 333 0.39211
669 331 0.38859
669 331 0.38859
670 330 0.386838
670 330 0.386838
672 328 0.383349
673 327 0.381612
674 326 0.379881
674 326 0.379881
675 325 0.378155
676 324 0.376433
675 325 0.378155
675 325 0.378155
675 325 0.378155
676 324 0.376433
676 324 0.376433
675 325 0.378155
676 324 0.376433
676 324 0.376433
678 322 0.373006
678 322 0.373006
678 322 0.373006
679 321 0.3713
680 320 0.369599
681 319 0.367903
682 318 0.366212
682 318 0.366212
683 317 0.364526
683 317 0.364526
683 317 0.364526
684 316 0.362845
684 316 0.362845
685 315 0.361168
686 314 0.359497
687 313 0.357831
687 313 0.357831
687 313 0.357831
688 312 0.356169
689 311 0.354512
690 310 0.35286
690 310 0.35286
689 311 0.354512
690 310 0.35286
690 310 0.35286
691 309 0.351213
691 309 0.351213
691 309 0.351213
691 309 0.351213
690 310 0.35286
692 308 0.34957
692 308 0.34957
692 308 0.34957
693 307 0.347933
695 305 0.344671
695 305 0.344671
695 305 0.344671
695 305 0.344671
695 305 0.344671
696 304 0.343047
697 303 0.341428
697 303 0.341428
698 302 0.339814
698 302 0.339814
700 300 0.336599
702 298 0.333403
702 298 0.333403
702 298 0.333403
704 296 0.330224
705 295 0.328642
706 294 0.327064
706 294 0.327064
708 292 0.323921
708 292 0.323921
710 290 0.320796
711 289 0.319241
711 289 0.319241
714 286 0.314599
715 285 0.313061
715 285 0.313061
716 284 0.311527
716 284 0.311527
717 283 0.309997
722 278 0.302411
722 278 0.302411
722 278 0.302411
724 276 0.299406
723 277 0.300906
722 278 0.302411
